time,v00,v010,v011,v012,v020,v021,v022,total
2009-04-26,0,0,5,138,1065,185,0,1395
2009-04-27,0,0,6,129,1052,190,0,1378
2009-04-28,0,0,6,128,1058,183,0,1377
2009-04-29,0,0,6,125,1042,178,0,1351
2009-04-30,0,0,7,137,1091,184,0,1420
2009-05-01,0,0,7,132,1098,182,0,1422
2009-05-02,0,0,7,133,1097,181,0,1420
2009-05-03,0,0,7,140,1107,174,2,1431
2009-05-04,0,0,6,136,1077,179,2,1402
2009-05-05,0,0,8,131,1087,184,2,1414
2009-05-06,0,0,9,127,1092,188,2,1420
2009-05-07,0,0,8,123,1036,186,2,1356
2009-05-08,0,0,8,122,1087,190,3,1412
2009-05-09,0,0,8,129,1114,190,3,1444
2009-05-10,0,0,7,122,1108,183,3,1425
2009-05-11,0,0,10,121,1096,182,2,1413
2009-05-12,0,0,9,122,1093,182,2,1410
2009-05-13,0,0,8,125,1092,187,2,1417
2009-05-14,0,0,9,126,1093,189,2,1421
2009-05-15,0,0,8,126,1126,186,1,1449
2009-05-16,0,0,9,126,1154,180,2,1471
2009-05-17,0,0,9,126,1147,174,3,1460
2009-05-18,0,0,9,118,1126,167,3,1426
2009-05-19,0,0,8,119,1128,166,4,1428
2009-05-20,0,0,9,123,1120,170,4,1429
2009-05-21,0,0,9,126,1140,170,5,1452
2009-05-22,0,0,9,123,1139,165,6,1444
2009-05-23,0,0,8,122,1132,170,5,1440
2009-05-25,0,0,7,136,1194,167,5,1511
2009-05-26,0,0,8,121,1157,165,5,1458
2009-05-27,0,0,8,120,1147,166,6,1449
2009-05-28,0,0,8,124,1165,167,7,1473
2009-05-29,0,0,8,118,1170,170,7,1474
2009-05-30,0,0,6,119,1160,171,8,1467
2009-05-31,0,0,6,122,1124,160,8,1422
2009-06-01,0,0,7,117,1173,172,10,1480
2009-06-02,0,0,6,116,1150,176,10,1460
2009-06-03,0,0,6,120,1149,172,13,1463
2009-06-04,0,0,7,115,1156,170,17,1467
2009-06-05,0,0,7,116,1136,173,16,1451
2009-06-06,0,0,7,116,1156,172,16,1470
2009-06-07,0,0,6,115,1169,173,16,1481
2009-06-08,0,0,6,118,1142,180,16,1464
2009-06-09,0,0,6,117,1129,179,16,1449
2009-06-10,0,0,5,108,1121,179,16,1432
2009-06-11,0,0,6,113,1139,176,16,1453
2009-06-12,0,0,7,115,1135,180,16,1455
2009-06-13,0,0,7,117,1121,186,15,1448
2009-06-14,0,0,7,114,1147,183,15,1468
2009-06-15,0,0,6,109,1130,188,14,1450
2009-06-16,0,0,7,110,1148,188,15,1470
2009-06-17,0,0,9,110,1180,188,15,1504
2009-06-18,0,0,8,116,1206,188,16,1536
2009-06-19,0,0,8,114,1287,201,17,1629
2009-06-20,0,0,7,115,1356,204,18,1702
2009-06-21,0,0,7,120,1466,216,17,1827
2009-06-22,0,0,7,115,1445,214,17,1801
2009-06-23,0,0,6,115,1438,221,18,1801
2009-06-24,0,0,7,112,1446,219,18,1804
2009-06-25,0,0,7,104,1435,214,17,1778
2009-06-26,0,0,7,104,1439,217,18,1786
2009-06-27,0,0,7,110,1474,221,17,1831
2009-06-28,0,0,8,109,1469,220,17,1825
2009-06-29,0,0,7,103,1476,222,16,1826
2009-06-30,0,0,7,100,1474,218,17,1819
2009-07-01,0,0,7,96,1471,218,18,1812
2009-07-02,0,0,7,100,1476,212,16,1813
2009-07-03,0,0,7,100,1454,205,16,1784
2009-07-04,0,0,6,105,1449,206,15,1784
2009-07-05,0,0,7,101,1438,199,16,1762
2009-07-06,0,0,7,96,1417,197,15,1735
2009-07-07,0,0,6,90,1402,195,14,1708
2009-07-08,0,0,6,92,1418,194,14,1725
2009-07-09,0,0,5,97,1421,203,15,1742
2009-07-10,0,0,6,96,1421,201,15,1741
2009-07-11,0,0,6,104,1406,201,14,1731
2009-07-12,0,0,5,104,1422,198,14,1744
2009-07-13,0,0,5,95,1382,195,14,1692
2009-07-14,0,0,5,93,1372,199,13,1686
2009-07-15,0,0,5,90,1355,201,13,1665
2009-07-16,0,0,5,95,1372,199,13,1686
2009-07-17,0,0,5,91,1356,197,14,1665
2009-07-18,0,0,5,94,1392,201,12,1706
2009-07-19,0,0,5,93,1397,199,15,1710
2009-07-20,0,0,5,87,1371,200,17,1681
2009-07-21,0,0,5,84,1364,200,19,1674
2009-07-22,0,0,5,87,1394,200,19,1707
2009-07-23,0,0,5,86,1388,198,18,1696
2009-07-24,0,0,5,85,1376,197,14,1678
2009-07-25,0,0,5,85,1382,206,15,1695
2009-07-26,0,0,5,84,1396,266,17,1769
2009-07-27,0,0,5,80,1307,292,18,1703
2009-07-28,0,0,5,80,1271,311,19,1687
2009-07-29,0,0,5,72,1206,305,19,1609
